,index,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
331,331,Cory Joseph,PG,30,DET,29,6,22.2,2.6,5.6,.457,0.9,2.1,.417,1.7,3.5,.480,.534,1.5,1.8,.846,0.3,1.8,2.1,3.7,0.8,0.2,1.4,1.7,7.5
332,332,Georgios Kalaitzakis,SF,23,MIL,9,0,5.3,0.6,1.2,.455,0.2,0.4,.500,0.3,0.8,.429,.545,0.4,1.0,.444,0.4,0.4,0.9,0.0,0.1,0.1,0.4,0.9,1.8
333,333,Frank Kaminsky,C,28,PHO,9,0,20.1,4.0,7.3,.545,0.6,1.7,.333,3.4,5.7,.608,.583,2.0,2.2,.900,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6
334,334,Luke Kennard,SG,25,LAC,35,10,29.0,4.1,9.4,.432,2.8,6.3,.441,1.3,3.1,.413,.579,0.8,0.9,.879,0.2,3.2,3.4,2.1,0.7,0.1,0.8,1.6,11.7
335,335,Braxton Key,SF,24,PHI,2,0,3.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.5,0.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0
336,336,George King,SF,28,DAL,4,0,4.8,0.0,1.3,.000,0.0,1.0,.000,0.0,0.3,.000,.000,0.3,0.5,.500,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3
337,337,Louis King,SF,22,SAC,5,0,11.0,1.8,5.2,.346,1.0,3.2,.313,0.8,2.0,.400,.442,1.2,1.4,.857,0.0,1.6,1.6,0.2,0.4,0.0,0.0,1.6,5.8
338,338,Corey Kispert,SF,22,WAS,37,6,17.6,2.1,4.8,.429,0.8,2.7,.307,1.2,2.1,.592,.517,0.8,0.9,.848,0.5,1.6,2.1,0.8,0.3,0.3,0.5,0.8,5.7
339,339,Maxi Kleber,PF,30,DAL,26,9,25.2,2.6,6.3,.415,1.8,4.7,.374,0.8,1.6,.537,.555,0.7,1.0,.731,1.2,4.9,6.0,1.0,0.4,0.9,0.7,2.3,7.7
340,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,341,Brandon Knight,PG,30,DAL,3,0,18.0,3.0,6.7,.450,1.3,4.3,.308,1.7,2.3,.714,.550,2.7,2.7,1.000,0.0,2.3,2.3,2.7,0.3,0.0,1.3,1.7,10.0
342,342,Nathan Knight,PF,24,MIN,21,2,8.5,1.1,2.1,.533,0.1,0.3,.286,1.0,1.8,.579,.556,1.3,1.9,.700,1.0,1.5,2.5,0.7,0.1,0.3,0.6,1.2,3.7
343,343,Kevin Knox,SF,22,NYK,13,0,8.5,1.2,3.1,.375,0.8,2.2,.357,0.4,0.9,.417,.500,0.5,0.8,.700,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6
344,344,John Konchar,SG,25,MEM,35,2,16.5,1.7,3.2,.545,0.7,1.5,.490,1.0,1.7,.590,.656,0.4,0.7,.565,1.1,2.8,3.9,1.3,0.8,0.2,0.4,1.2,4.6
345,345,Furkan Korkmaz,SG,24,PHI,36,11,23.2,3.3,8.5,.391,1.5,4.9,.307,1.8,3.6,.504,.479,1.1,1.3,.833,0.3,2.8,3.1,2.2,0.6,0.1,0.8,0.9,9.3
346,346,Luke Kornet,C,26,TOT,3,0,6.0,0.3,2.0,.167,0.0,0.3,.000,0.3,1.7,.200,.167,0.7,1.0,.667,1.0,0.3,1.3,0.3,0.0,0.3,0.0,0.7,1.3
347,347,Luke Kornet,C,26,CLE,2,0,7.5,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,1.0,1.5,.667,1.0,0.5,1.5,0.5,0.0,0.5,0.0,0.5,2.0
348,348,Luke Kornet,C,26,MIL,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
349,349,Vit Krejci,SG,21,OKC,3,0,3.0,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.7,0.7,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.7
350,350,Arnoldas Kulboka,SF,24,CHO,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,351,Jonathan Kuminga,SF,19,GSW,28,2,9.7,1.8,3.9,.472,0.3,1.2,.265,1.5,2.6,.568,.514,1.0,1.6,.600,0.4,1.3,1.7,0.3,0.4,0.1,0.7,1.3,4.9
352,352,Kyle Kuzma,PF,26,WAS,40,40,33.4,5.9,13.0,.456,1.9,5.7,.327,4.1,7.4,.554,.527,2.0,2.9,.684,1.0,7.7,8.7,3.0,0.6,0.7,2.1,2.0,15.7
353,353,Anthony Lamb,SF,24,SAS,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
354,354,Jeremy Lamb,SF,29,IND,29,0,14.3,2.2,5.9,.366,1.0,3.0,.333,1.2,2.9,.400,.451,1.5,1.7,.917,0.4,2.0,2.4,1.3,0.4,0.3,0.6,1.2,6.9
355,355,Jock Landale,C,26,SAS,23,0,9.7,1.9,3.5,.543,0.6,1.4,.424,1.3,2.1,.625,.630,0.6,0.7,.875,1.1,0.9,2.0,0.9,0.2,0.4,0.7,0.9,5.0
356,356,Romeo Langford,SG,22,BOS,32,5,18.4,1.9,4.5,.424,0.7,2.0,.333,1.3,2.5,.494,.497,0.5,0.7,.652,0.9,2.1,3.0,0.5,0.6,0.4,0.4,1.3,4.9
357,357,Zach LaVine,SF,26,CHI,37,37,34.8,9.3,18.9,.491,3.0,7.4,.412,6.2,11.5,.542,.572,4.1,4.6,.872,0.3,4.6,4.9,4.3,0.6,0.4,2.9,1.6,25.6
358,358,Jake Layman,SF,27,MIN,18,1,8.6,0.9,2.6,.370,0.2,1.3,.167,0.7,1.2,.591,.413,0.3,0.4,.750,0.2,1.1,1.3,0.3,0.3,0.2,0.4,0.4,2.4
359,359,Damion Lee,SG,29,GSW,29,2,20.3,3.0,6.7,.441,1.2,3.3,.354,1.8,3.4,.525,.528,1.1,1.3,.865,0.3,2.7,3.0,1.0,0.5,0.1,0.6,1.5,8.2
360,360,Saben Lee,PG,22,DET,21,0,15.9,2.1,5.2,.404,0.6,2.0,.279,1.5,3.1,.485,.459,1.3,1.8,.757,0.4,2.1,2.5,2.5,1.1,0.4,0.9,1.0,6.1
361,361,Alex Len,C,28,SAC,28,9,17.8,2.8,5.2,.534,0.2,0.7,.316,2.6,4.5,.567,.555,1.2,1.7,.688,1.5,3.4,4.9,1.1,0.3,0.8,1.3,2.9,7.0
362,362,Caris LeVert,SG,27,IND,29,29,30.3,6.8,15.5,.436,1.6,5.0,.313,5.2,10.6,.493,.486,2.7,3.4,.786,0.6,2.6,3.2,4.0,1.0,0.6,1.7,2.1,17.7
363,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,364,Kira Lewis Jr.,PG,20,NOP,24,0,14.2,2.5,6.1,.404,0.5,2.4,.224,1.9,3.7,.523,.449,0.4,0.5,.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9
365,365,Scottie Lewis,SG,21,CHO,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5
366,366,Damian Lillard,PG,31,POR,29,29,36.4,7.7,19.0,.402,3.2,9.8,.324,4.5,9.2,.485,.486,5.5,6.2,.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0
367,367,Nassir Little,SF,21,POR,35,16,25.3,3.2,7.2,.447,1.1,3.5,.317,2.1,3.7,.569,.524,1.5,2.1,.720,1.4,4.2,5.6,1.2,0.7,0.9,0.9,2.1,9.1
368,368,Isaiah Livers,SF,23,DET,1,0,5.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
369,369,Kevon Looney,C,25,GSW,40,40,20.0,2.5,4.7,.537,0.0,0.0,.000,2.5,4.7,.540,.537,0.9,1.5,.617,2.4,4.2,6.7,1.6,0.6,0.8,0.8,2.7,6.0
370,370,Brook Lopez,C,33,MIL,1,1,28.0,3.0,9.0,.333,2.0,4.0,.500,1.0,5.0,.200,.444,0.0,0.0,,2.0,3.0,5.0,0.0,1.0,3.0,0.0,3.0,8.0
371,371,Robin Lopez,C,33,ORL,18,6,18.6,3.8,6.7,.567,0.0,0.2,.000,3.8,6.5,.581,.567,0.8,1.4,.600,2.4,1.7,4.1,2.0,0.1,0.6,1.3,1.9,8.4
372,372,Didi Louzada,SF,22,NOP,2,0,3.5,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
373,373,Kevin Love,PF,33,CLE,34,2,21.5,4.4,10.1,.433,2.6,6.2,.410,1.8,3.9,.470,.560,2.9,3.3,.885,1.1,6.3,7.4,2.1,0.3,0.2,1.2,1.0,14.3
374,374,Kyle Lowry,PG,35,MIA,37,37,34.1,4.5,10.9,.418,2.1,6.4,.322,2.5,4.5,.554,.512,2.4,2.9,.841,0.6,3.9,4.5,8.3,1.0,0.4,3.1,2.7,13.6
375,375,Timothé Luwawu-Cabarrot,SF,26,ATL,27,12,14.5,1.6,4.1,.382,1.0,2.8,.347,0.6,1.3,.457,.500,0.6,0.7,.850,0.3,1.3,1.6,0.9,0.4,0.1,0.4,1.6,4.7
376,376,Trey Lyles,PF,26,DET,37,3,18.7,3.1,7.1,.435,0.9,2.9,.294,2.2,4.1,.536,.496,2.0,2.5,.815,1.3,3.4,4.7,1.2,0.4,0.4,1.0,1.7,9.1
377,377,Théo Maledon,PG,20,OKC,21,0,13.6,1.0,3.7,.282,0.4,2.1,.182,0.7,1.6,.412,.333,1.2,1.4,.867,0.4,1.4,1.8,1.0,0.5,0.1,0.9,1.0,3.7
378,378,Sandro Mamukelashvili,PF,22,MIL,22,2,11.9,1.5,3.4,.427,0.6,1.6,.371,0.9,1.8,.475,.513,0.4,0.5,.750,1.2,1.2,2.4,0.5,0.3,0.3,0.4,0.8,3.9
379,379,Terance Mann,SF,25,LAC,41,14,29.6,4.0,8.4,.484,1.1,2.9,.376,3.0,5.5,.540,.548,1.4,1.9,.740,1.5,3.8,5.3,2.4,0.5,0.1,1.1,2.2,10.6
380,380,Tre Mann,PG,20,OKC,27,2,17.0,2.8,7.1,.396,1.0,2.9,.354,1.8,4.2,.425,.469,0.6,0.9,.667,0.4,1.8,2.2,0.7,0.5,0.2,0.7,1.5,7.3
381,381,Boban Marjanović,C,33,DAL,16,0,5.9,2.2,3.5,.625,0.1,0.2,.333,2.1,3.3,.642,.634,0.5,1.0,.500,0.4,1.4,1.9,0.1,0.0,0.1,0.7,1.2,4.9
382,382,Lauri Markkanen,PF,24,CLE,33,33,30.5,4.9,11.7,.422,1.9,5.9,.321,3.0,5.8,.526,.504,1.7,2.0,.862,1.2,4.2,5.3,1.6,0.7,0.5,0.8,1.8,13.5
383,383,Naji Marshall,SF,24,NOP,21,0,10.2,1.0,3.1,.308,0.1,1.3,.111,0.8,1.8,.447,.331,1.2,1.4,.862,0.7,2.0,2.6,1.0,0.4,0.1,1.0,1.0,3.2
384,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,385,Caleb Martin,SF,26,MIA,31,9,23.0,3.6,7.1,.505,1.0,2.8,.368,2.5,4.3,.594,.577,1.0,1.5,.667,1.2,2.6,3.8,1.0,0.9,0.5,0.8,1.6,9.2
386,386,Cody Martin,SF,26,CHO,37,5,26.7,3.1,6.4,.487,1.1,2.2,.482,2.0,4.1,.490,.572,1.2,1.7,.742,1.2,2.9,4.1,2.7,1.5,0.5,0.8,1.7,8.5
387,387,Kelan Martin,SF,26,IND,27,1,16.4,2.6,6.2,.417,0.8,2.7,.297,1.8,3.5,.511,.482,0.3,0.5,.692,0.6,1.4,2.0,0.8,0.5,0.3,0.5,1.3,6.3
388,388,Kenyon Martin Jr.,SF,21,HOU,40,0,18.9,3.2,6.2,.524,0.6,1.8,.329,2.6,4.3,.607,.573,1.1,1.7,.647,1.0,2.7,3.7,1.3,0.4,0.6,0.7,1.3,8.2
389,389,Garrison Mathews,SG,25,HOU,26,16,28.1,3.3,8.2,.410,2.5,6.8,.364,0.9,1.4,.639,.561,2.1,2.7,.797,0.5,3.1,3.6,0.9,0.7,0.4,0.7,3.0,11.3
390,390,Dakota Mathias,SG,26,MEM,4,0,2.0,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,1.5
391,391,Wesley Matthews,SG,35,MIL,15,4,20.3,2.6,5.2,.500,1.6,3.7,.429,1.0,1.5,.682,.654,0.2,0.4,.500,0.5,1.5,2.1,0.8,0.4,0.3,0.5,1.5,7.0
392,392,Tyrese Maxey,PG,21,PHI,33,32,34.6,6.3,13.5,.468,1.3,3.4,.384,5.0,10.1,.497,.517,2.7,3.1,.871,0.4,3.1,3.5,4.4,0.7,0.5,1.2,2.2,16.6
393,393,Skylar Mays,SG,24,ATL,17,5,10.8,1.8,3.5,.525,0.5,1.5,.320,1.4,2.0,.676,.593,0.4,0.4,1.000,0.3,1.1,1.4,0.8,0.4,0.0,0.4,0.4,4.5
394,394,Miles McBride,PG,21,NYK,17,2,8.4,0.9,3.1,.288,0.3,1.6,.185,0.6,1.5,.400,.337,0.2,0.2,.750,0.1,0.7,0.8,1.2,0.5,0.1,0.2,0.9,2.2
395,395,Mac McClung,PG,23,CHI,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
396,396,CJ McCollum,SG,30,POR,24,24,35.3,8.0,18.8,.424,3.2,8.2,.393,4.8,10.6,.447,.509,1.5,2.1,.700,1.1,3.0,4.1,4.5,1.1,0.7,1.9,2.1,20.6
397,397,T.J. McConnell,PG,29,IND,24,6,24.2,3.8,7.5,.503,0.3,1.0,.280,3.5,6.5,.538,.522,0.5,0.6,.800,0.8,2.5,3.3,4.8,1.0,0.4,1.2,1.8,8.4
398,398,Jaden McDaniels,PF,21,MIN,38,17,26.5,3.3,7.7,.423,1.0,3.4,.282,2.3,4.3,.537,.486,0.7,0.9,.818,1.4,3.2,4.6,1.1,0.8,0.6,1.1,3.4,8.2
399,399,Jalen McDaniels,SF,24,CHO,35,2,17.9,2.5,5.0,.500,0.8,2.2,.377,1.7,2.8,.596,.582,0.8,1.3,.659,0.8,2.7,3.5,1.2,0.6,0.4,0.8,1.8,6.7
400,400,Doug McDermott,PF,30,SAS,26,26,24.6,4.3,9.3,.465,2.1,5.2,.410,2.2,4.2,.532,.578,0.6,0.8,.727,0.4,2.2,2.6,1.3,0.2,0.1,0.7,1.4,11.4
401,401,JaVale McGee,C,34,PHO,36,10,16.0,4.3,6.5,.654,0.0,0.1,.250,4.2,6.4,.661,.656,1.5,2.2,.675,2.3,4.8,7.1,0.6,0.3,0.8,1.6,2.6,10.0
402,402,Cameron McGriff,SF,24,POR,3,0,15.3,1.7,4.7,.357,0.7,2.0,.333,1.0,2.7,.375,.429,0.7,0.7,1.000,2.0,3.0,5.0,1.0,0.0,0.3,0.0,2.3,4.7
403,403,Rodney McGruder,SG,30,DET,17,0,9.5,1.0,2.6,.386,0.3,1.2,.238,0.7,1.4,.522,.443,0.2,0.2,.750,0.5,1.1,1.6,0.6,0.2,0.1,0.5,0.7,2.5
404,404,Alfonzo McKinnie,SF,29,CHI,8,0,14.8,2.0,4.8,.421,1.1,2.6,.429,0.9,2.1,.412,.539,0.0,0.3,.000,1.1,0.9,2.0,0.4,0.3,0.3,0.8,1.8,5.1
405,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,406,JaQuori McLaughlin,PG,24,DAL,4,0,2.8,0.0,0.5,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0
407,407,Jordan McLaughlin,PG,25,MIN,28,2,11.2,0.8,2.6,.284,0.1,1.0,.143,0.6,1.6,.370,.311,0.5,0.8,.682,0.2,0.9,1.1,2.4,0.6,0.0,0.7,0.5,2.2
408,408,Ben McLemore,SG,28,POR,23,2,15.8,2.8,6.5,.436,2.1,5.1,.419,0.7,1.4,.500,.601,0.6,0.7,.867,0.3,1.0,1.3,0.7,0.3,0.1,0.6,1.3,8.3
409,409,De'Anthony Melton,SG,23,MEM,34,13,23.5,3.6,9.2,.391,1.5,4.8,.317,2.1,4.4,.473,.474,1.1,1.4,.750,1.0,3.4,4.4,2.9,1.6,0.6,1.6,1.9,9.8
410,410,Sam Merrill,SG,25,MEM,6,0,9.7,1.3,4.0,.333,1.2,3.8,.304,0.2,0.2,1.000,.479,0.3,0.7,.500,0.2,1.0,1.2,0.7,0.0,0.0,0.3,0.5,4.2
411,411,Chimezie Metu,C,24,SAC,28,17,22.8,3.5,8.5,.416,1.1,3.8,.280,2.5,4.7,.527,.479,1.1,1.4,.789,0.7,5.6,6.3,1.1,0.9,0.7,0.9,1.4,9.2
412,412,Khris Middleton,SF,30,MIL,31,31,31.5,6.4,14.9,.432,2.3,6.2,.377,4.1,8.7,.470,.510,3.9,4.5,.884,0.7,4.8,5.5,5.3,1.1,0.2,3.2,2.3,19.1
413,413,C.J. Miles,SG,34,BOS,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
414,414,Patty Mills,PG,33,BRK,40,23,30.8,4.7,10.8,.434,3.2,7.6,.421,1.5,3.2,.465,.582,0.7,0.8,.871,0.3,1.8,2.1,2.6,0.6,0.3,1.1,1.4,13.2
415,415,Paul Millsap,PF,36,BRK,23,0,10.9,1.2,3.4,.354,0.3,1.1,.231,1.0,2.3,.415,.392,0.5,0.7,.706,1.1,2.3,3.4,1.0,0.2,0.3,0.4,2.0,3.2
416,416,Shake Milton,PG,25,PHI,27,6,24.7,4.0,9.4,.429,0.9,2.9,.316,3.1,6.5,.480,.478,1.5,1.8,.854,0.5,2.5,3.0,2.8,0.7,0.4,1.1,2.1,10.5
417,417,Davion Mitchell,PG,23,SAC,38,1,24.6,3.7,9.4,.389,1.1,3.7,.298,2.6,5.7,.449,.448,0.6,0.9,.647,0.5,1.7,2.2,3.2,0.7,0.2,1.0,1.8,9.0
418,418,Donovan Mitchell,SG,25,UTA,38,38,33.4,9.3,20.6,.453,3.3,9.4,.346,6.1,11.2,.542,.532,3.7,4.2,.882,0.8,3.0,3.8,5.1,1.6,0.2,2.9,2.6,25.7
419,419,Evan Mobley,PF,20,CLE,34,34,34.1,6.1,12.0,.507,0.4,1.5,.294,5.6,10.5,.538,.526,2.2,3.1,.724,1.7,6.4,8.1,2.7,0.8,1.7,1.8,2.1,14.9
420,420,Malik Monk,SG,23,LAL,37,10,26.1,4.5,9.5,.474,2.2,5.4,.408,2.3,4.0,.564,.591,1.1,1.3,.851,0.5,2.5,3.0,2.2,0.7,0.5,1.3,1.5,12.3
421,421,Greg Monroe,C,31,TOT,5,0,16.2,2.6,4.4,.591,0.0,0.0,,2.6,4.4,.591,.591,0.4,1.0,.400,2.4,3.8,6.2,2.4,0.6,1.0,1.2,1.8,5.6
422,422,Greg Monroe,C,31,MIN,3,0,21.0,3.0,4.7,.643,0.0,0.0,,3.0,4.7,.643,.643,0.7,1.7,.400,1.7,5.3,7.0,3.7,0.7,1.3,1.3,2.3,6.7
423,423,Greg Monroe,C,31,WAS,2,0,9.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,3.5,1.5,5.0,0.5,0.5,0.5,1.0,1.0,4.0
424,424,Moses Moody,SG,19,GSW,25,1,7.0,0.8,2.2,.357,0.2,1.2,.129,0.6,1.0,.640,.393,0.3,0.4,.727,0.2,0.9,1.0,0.3,0.1,0.2,0.2,0.4,2.1
425,425,Xavier Moon,SG,27,LAC,5,0,13.8,2.2,6.0,.367,0.2,1.6,.125,2.0,4.4,.455,.383,0.0,0.0,,0.2,1.6,1.8,1.2,1.0,0.2,0.4,0.6,4.6
426,426,Matt Mooney,SG,24,NYK,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
427,427,Ja Morant,PG,22,MEM,30,30,32.4,9.2,18.9,.489,1.6,4.1,.379,7.7,14.7,.520,.531,4.8,6.3,.767,1.3,4.4,5.7,6.7,1.3,0.5,3.1,1.3,24.9
428,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,429,Juwan Morgan,PF,24,TOR,1,0,27.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0
430,430,Jaylen Morris,SG,26,SAS,3,0,5.3,0.0,2.0,.000,0.0,0.7,.000,0.0,1.3,.000,.000,0.7,1.3,.500,0.0,0.7,0.7,0.7,0.0,0.0,0.3,0.7,0.7
431,431,Marcus Morris,PF,32,LAC,21,21,30.3,5.8,13.3,.437,2.0,5.3,.375,3.8,8.0,.479,.513,2.6,3.0,.871,0.6,4.4,5.0,2.1,0.5,0.3,1.3,2.3,16.2
432,432,Markieff Morris,PF,32,MIA,10,0,18.7,3.2,7.0,.457,0.8,2.2,.364,2.4,4.8,.500,.514,0.5,0.5,1.000,1.3,1.5,2.8,1.4,0.3,0.1,1.2,2.2,7.7
433,433,Monte Morris,PG,26,DEN,36,35,30.0,5.2,10.8,.481,1.7,4.4,.384,3.5,6.4,.548,.559,0.6,0.8,.724,0.3,2.4,2.7,4.2,0.7,0.1,1.3,1.4,12.7
434,434,Emmanuel Mudiay,PG,25,SAC,2,0,5.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.5,2.0,.750,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5
435,435,Mychal Mulder,PG,27,ORL,15,2,13.0,1.3,4.5,.299,0.9,3.1,.283,0.5,1.4,.333,.396,0.1,0.1,1.000,0.1,1.3,1.4,0.2,0.3,0.1,0.5,0.8,3.7
436,436,Ade Murkey,SG,24,SAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,437,Trey Murphy III,SF,21,NOP,34,0,13.4,1.3,3.9,.336,1.0,2.9,.340,0.3,1.0,.324,.462,0.4,0.4,.867,0.6,1.5,2.1,0.6,0.3,0.1,0.3,1.0,3.9
438,438,Dejounte Murray,PG,25,SAS,36,36,34.3,7.8,17.7,.442,1.4,4.3,.338,6.4,13.4,.475,.483,1.7,2.4,.709,1.2,7.0,8.2,8.9,2.1,0.4,2.4,2.1,18.8
439,439,Mike Muscala,C,30,OKC,33,0,13.8,2.6,5.8,.447,1.6,3.8,.419,1.0,2.0,.500,.584,1.3,1.5,.875,0.5,2.6,3.1,0.5,0.4,0.6,0.3,1.3,8.0
440,440,Svi Mykhailiuk,SF,24,TOR,36,5,17.4,2.3,5.5,.414,1.0,3.0,.324,1.3,2.5,.522,.503,0.8,0.9,.844,0.5,1.8,2.4,1.1,0.6,0.1,0.8,1.3,6.3
441,441,Abdel Nader,SF,28,PHO,14,0,10.4,0.9,2.5,.343,0.3,1.0,.286,0.6,1.5,.381,.400,0.4,0.7,.600,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4
